Alignment_name	Taxon_name	Sequence_length	Undetermined_characters	Missing_percent	AT_content	GC_content	A	C	G	T	K	M	R	Y	S	W	B	V	H	D	X	N	O	-	?
alignment.nex	1918|Human|A/Brevig_Mission/1/1918|USA|H1N1	2280	0	0.0	0.556	0.444	757	415	597	511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment.nex	1930|Swine|A/swine/Iowa/15/1930|USA|H1N1	2280	0	0.0	0.556	0.444	756	418	594	512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment.nex	1931|Swine|A/swine/USA/1976/1931|USA|H1N1	2280	0	0.0	0.559	0.441	757	415	591	517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment.nex	1934|Avian|A/chicken/Rostock/45/1934|Germany|H7N1	2280	0	0.0	0.553	0.447	765	437	583	495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment.nex	1934|Avian|A/fowl/Weybridge|United_Kingdom|H7N7	2280	0	0.0	0.557	0.443	771	433	576	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment.nex	1935|Avian|A/chicken/Brescia/1902|Italy|H7N7	2280	0	0.0	0.555	0.445	766	431	584	499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment.nex	1935|Human|A/Melbourne/1935|Australia|H1N1	2280	0	0.0	0.561	0.439	771	421	580	508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment.nex	1935|Human|A/Phila/1935|USA|H1N1	2280	0	0.0	0.559	0.441	757	418	588	517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment.nex	1935|Human|A/bh/1935||H1N1	2280	0	0.0	0.562	0.438	769	410	589	512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment.nex	1935|Swine|A/swine/Ohio/23/1935|USA|H1N1	2280	0	0.0	0.557	0.443	758	413	596	513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment.nex	1936|Human|A/Henry/1936|USA|H1N1	2280	0	0.0	0.563	0.437	762	409	588	521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment.nex	1942|Human|A/Bellamy/1942|USA|H1N1	2280	0	0.0	0.565	0.435	768	417	575	518	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
alignment.nex	1943|Human|A/Iowa/1943|USA|H1N1	2280	0	0.0	0.562	0.438	766	419	579	516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment.nex	1943|Human|A/Weiss/1943|USA|H1N1	2280	0	0.0	0.569	0.431	775	412	571	522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment.nex	1945|Human|A/AA/Huston/1945|USA|H1N1	2280	0	0.0	0.57	0.43	778	411	570	521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment.nex	1947|Human|A/Fort_Monmouth/1/1947|USA|H1N1	2280	0	0.0	0.566	0.434	771	409	580	520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment.nex	1948|Human|A/Albany/4835/1948|USA|H1N1	2280	0	0.0	0.565	0.435	770	414	578	518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment.nex	1948|Human|A/Hemsbury/1948|USA|H1N1	2280	0	0.0	0.564	0.436	766	417	577	520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment.nex	1949|Avian|A/chicken/Germany/N/1949|Germany|H10N7	2280	0	0.0	0.547	0.453	761	434	599	486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment.nex	1949|Human|A/Roma/1949|Italy|H1N1	2280	0	0.0	0.564	0.436	769	415	579	517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment.nex	1950|Human|A/Albany/4836/1950|USA|H1N1	2280	0	0.0	0.565	0.435	769	413	579	519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment.nex	1950|Human|A/Fort_Warren/1/1950|USA|H1N1	2280	0	0.0	0.567	0.433	774	410	578	518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment.nex	1951|Human|A/Albany/14/1951|USA|H1N1	2280	0	0.0	0.566	0.434	771	408	580	520	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment.nex	1951|Human|A/Memphis/13/1978|USA|H1N1*	2280	0	0.0	0.568	0.432	775	416	570	519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment.nex	1953|Human|A/Memphis/7/1980|USA|H1N1*	2280	0	0.0	0.569	0.431	780	417	566	517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment.nex	1953|Human|A/Netherlands/001R1/1953|Netherlands|H1N1	2280	0	0.0	0.568	0.432	774	408	578	520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment.nex	1954|Human|A/Netherlands/001H1/1954|Netherlands|H1N1	2280	0	0.0	0.568	0.432	776	407	577	520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment.nex	1956|Avian|A/duck/Czech_Republic/1/1956|Czech_Republic|H4N6	2280	0	0.0	0.553	0.447	776	435	585	484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment.nex	1956|Avian|A/duck/England/1/1956|United_Kingdom|H11N6	2280	0	0.0	0.555	0.445	764	421	594	501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment.nex	1956|Equine|A/equine/Prague/1/1956|Czech_Republic|H7N7	2280	0	0.0	0.607	0.393	871	406	490	513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment.nex	1956|Equine|A/equine/Prague/2/1956|Czech_Republic|H7N7	2280	0	0.0	0.607	0.393	872	406	489	513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment.nex	1956|Human|A/Memphis/10/1983|USA|H1N1*	2280	0	0.0	0.569	0.431	780	417	565	518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment.nex	1956|Human|A/Netherlands/002Z1/1956|Netherlands|H1N1	2280	0	0.0	0.568	0.432	776	406	578	520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment.nex	1957|Human|A/Denver/1957|USA|H1N1	2280	0	0.0	0.568	0.432	777	407	577	519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment.nex	1957|Human|A/Memphis/1/1984|USA|H1N1*	2280	0	0.0	0.569	0.431	781	419	564	516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment.nex	1957|Swine|A/swine/Wisconsin/1/1957|USA|H1N1	2280	0	0.0	0.562	0.438	765	406	593	516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment.nex	1958|Human|A/Netherlands/001M/1958|Netherlands|H2N2	2280	0	0.0	0.57	0.43	778	405	575	522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment.nex	1959|Avian|A/chicken/Scotland/1959|United_Kingdom|H5N1	2280	0	0.0	0.558	0.442	774	422	585	499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment.nex	1959|Human|A/Albany/1/1959|USA|H2N2	2280	0	0.0	0.569	0.431	775	407	576	522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment.nex	1959|Human|A/New_York/2924-1/1986|USA|H1N1*	2280	0	0.0	0.571	0.429	790	418	559	513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment.nex	1960|Human|A/Ann_Arbor/6/1960|USA|H2N2	2280	0	0.0	0.57	0.43	777	406	575	522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment.nex	1960|Human|A/Memphis/3/1987|USA|H1N1*	2280	0	0.0	0.572	0.428	792	419	557	512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment.nex	1961|Avian|A/tern/South_Africa/1961|South_Africa|H5N3	2280	0	0.0	0.547	0.453	763	438	594	485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment.nex	1961|Human|A/Panama/1/61|Panama|H2N2	2280	0	0.0	0.575	0.425	788	406	564	522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment.nex	1961|Swine|A/swine/Wisconsin/1/1961|USA|H1N1	2280	0	0.0	0.562	0.438	767	407	591	515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment.nex	1963|Avian|A/duck/Ukraine/1/1963|Ukraine|H3N8	2280	0	0.0	0.551	0.449	762	424	600	494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment.nex	1963|Avian|A/turkey/Canada/1963|Canada|H6N8	2280	0	0.0	0.555	0.445	762	428	587	503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment.nex	1963|Avian|A/turkey/England/1963|United_Kingdom|H7N3	2280	0	0.0	0.562	0.438	772	413	586	508	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
alignment.nex	1963|Equine|A/equine/Miami/1/1963|USA|H3N8	2280	0	0.0	0.553	0.447	758	434	586	502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment.nex	1963|Equine|A/equine/Uruguay/1/1963|Uruguay|H3N8	2280	0	0.0	0.551	0.449	755	436	588	501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment.nex	1963|Human|A/Netherlands/001K1/1963|Netherlands|H2N2	2280	0	0.0	0.57	0.43	781	408	573	518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
